Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_Name,Segment,Region,State,Category,Sub_Category,Sales,Quantity,Discount,Profit
ORD-10198,2023-04-23,2023-04-25,Standard Class,Customer_125,Consumer,East,Georgia,Office Supplies,Paper,15.21,3.0,0.2,3.75
ORD-10199,2024-05-11,2024-05-16,Same Day,Customer_120,Corporate,East,California,Furniture,Chairs,350.15,3.0,0.0,145.69
ORD-10200,2024-03-17,2024-03-18,Standard Class,Customer_39,Consumer,East,Illinois,Office Supplies,Storage,83.27,6.0,0.3,4.69
ORD-10201,2024-07-17,2024-07-18,Second Class,Customer_103,Consumer,West,New York,Furniture,Chairs,649.34,6.0,0.0,151.32
ORD-10202,2023-09-25,2023-09-29,Standard Class,Customer_37,Consumer,East,Michigan,Office Supplies,Storage,62.53,10.0,0.3,11.67
ORD-10203,2024-05-24,2024-05-25,Second Class,Customer_71,Consumer,Central,Ohio,Technology,Accessories,265.91,3.0,0.1,81.51
ORD-10204,2024-01-21,2024-01-22,Standard Class,Customer_154,Home Office,Central,Texas,Office Supplies,Art,60.28,3.0,0.2,8.71
ORD-10205,2024-01-22,2024-01-26,Same Day,Customer_129,Home Office,South,Illinois,Office Supplies,Storage,58.44,13.0,0.0,22.99
ORD-10206,2023-04-23,2023-04-29,Second Class,Customer_1,Consumer,East,Pennsylvania,Furniture,Bookcases,492.34,12.0,0.3,42.34
ORD-10207,2024-09-04,2024-09-10,First Class,Customer_110,Corporate,,Georgia,Office Supplies,Art,51.63,13.0,0.0,23.52
ORD-10208,2024-09-16,2024-09-20,Second Class,Customer_79,Corporate,South,California,Office Supplies,Labels,229.39,1.0,0.0,44.87
ORD-10209,2023-03-22,2023-03-27,Second Class,Customer_177,Consumer,East,Florida,Furniture,Bookcases,660.43,7.0,0.1,150.73
ORD-10210,2024-11-29,2024-11-30,Standard Class,Customer_184,Consumer,East,Washington,Office Supplies,Binders,32.93,13.0,0.0,15.74
ORD-10211,2023-04-23,2023-04-24,First Class,Customer_31,Home Office,,Florida,Office Supplies,Art,30.09,8.0,0.0,11.89
ORD-10212,2023-01-02,2023-01-07,Same Day,Customer_189,Corporate,South,Florida,Office Supplies,Labels,29.18,2.0,0.4,3.85
ORD-10213,2024-10-03,2024-10-09,Standard Class,Customer_191,Home Office,South,Michigan,Furniture,Chairs,443.95,4.0,0.5,-87.79
ORD-10214,2023-08-08,2023-08-11,Same Day,Customer_62,Consumer,Central,Illinois,Furniture,Chairs,328.63,10.0,0.1,113.63
ORD-10215,2024-07-19,2024-07-22,Second Class,Customer_269,Corporate,Central,Florida,Office Supplies,Binders,24.49,7.0,0.4,1.74
ORD-10216,2023-08-13,2023-08-16,Standard Class,Customer_292,Consumer,Central,Michigan,Office Supplies,Binders,6.26,8.0,0.1,0.79
ORD-10217,2024-01-20,2024-01-26,Standard Class,Customer_104,Consumer,East,Ohio,Office Supplies,Storage,38.44,1.0,0.0,12.55
ORD-10218,2024-02-07,2024-02-13,Standard Class,Customer_190,Corporate,Central,New York,Office Supplies,Storage,79.97,4.0,,12.91
ORD-10219,2024-09-29,2024-10-04,Standard Class,Customer_106,Consumer,Central,Ohio,Office Supplies,Storage,16.55,6.0,0.15,1.41
ORD-10220,2023-05-10,2023-05-11,Standard Class,Customer_119,Consumer,West,Illinois,Office Supplies,Labels,39.21,3.0,0.5,-4.78
ORD-10221,2023-02-22,2023-02-27,Standard Class,Customer_242,Consumer,Central,Washington,Furniture,Chairs,667.93,,0.0,
ORD-10222,2024-11-14,2024-11-19,Standard Class,Customer_25,Consumer,Central,Ohio,Office Supplies,Labels,5.0,10.0,0.15,0.92
ORD-10223,2024-12-30,2025-01-05,Standard Class,Customer_206,Corporate,East,Michigan,Technology,Machines,267.75,9.0,0.0,98.9
ORD-10224,2024-11-02,2024-11-05,Same Day,Customer_105,Consumer,South,Michigan,Office Supplies,Paper,33.5,11.0,0.0,12.39
ORD-10225,2024-12-10,2024-12-12,Standard Class,Customer_63,Consumer,East,Texas,Office Supplies,Labels,12.78,13.0,0.0,4.46
ORD-10226,2024-02-20,2024-02-21,Standard Class,Customer_196,Consumer,West,Georgia,Technology,Accessories,109.97,3.0,0.5,-17.2
ORD-10227,2023-09-04,2023-09-10,Standard Class,Customer_96,Consumer,Central,Pennsylvania,Technology,Machines,680.52,5.0,0.2,151.55
ORD-10228,2024-03-14,2024-03-17,Standard Class,Customer_199,Corporate,Central,Pennsylvania,Office Supplies,Storage,133.54,8.0,0.2,5.75
ORD-10229,2023-07-22,2023-07-24,First Class,Customer_157,Consumer,Central,Illinois,Office Supplies,Paper,27.35,6.0,0.1,7.13
ORD-10230,2023-07-03,2023-07-05,Second Class,Customer_146,Corporate,Central,Georgia,Office Supplies,Paper,100.08,4.0,0.0,46.12
ORD-10231,2023-05-03,2023-05-09,First Class,Customer_99,Consumer,Central,Texas,Office Supplies,Labels,54.65,8.0,0.0,17.17
ORD-10232,2024-02-05,2024-02-09,Standard Class,Customer_18,Consumer,Central,California,Office Supplies,Art,46.19,11.0,0.0,13.48
ORD-10233,2023-10-21,2023-10-22,Second Class,Customer_236,Home Office,West,Florida,Office Supplies,Paper,136.94,3.0,0.1,43.55
ORD-10234,2023-10-07,2023-10-09,Standard Class,Customer_294,Corporate,Central,Ohio,Office Supplies,Binders,26.24,3.0,0.2,4.8
ORD-10235,2024-09-01,2024-09-07,Standard Class,Customer_138,Consumer,Central,Georgia,Office Supplies,Storage,31.87,4.0,,10.19
ORD-10236,2023-07-17,2023-07-23,Standard Class,Customer_30,Home Office,Central,Florida,Technology,Copiers,140.78,9.0,0.0,-401.19
ORD-10237,2024-05-25,2024-05-28,Standard Class,Customer_99,Consumer,West,California,Office Supplies,Binders,76.46,5.0,0.0,12.15
ORD-10238,2023-05-24,2023-05-28,Standard Class,Customer_288,Home Office,Central,Washington,Furniture,Tables,786.08,8.0,0.0,349.33
ORD-10239,2024-08-31,2024-09-01,Standard Class,Customer_33,Corporate,West,Texas,Office Supplies,Storage,65.18,6.0,0.1,27.74
ORD-10240,2023-07-20,2023-07-25,Same Day,Customer_265,Corporate,East,Florida,Office Supplies,Storage,173.2,3.0,0.4,16.06
ORD-10241,2023-05-04,2023-05-07,Standard Class,Customer_114,Home Office,Central,Texas,Office Supplies,Paper,105.26,8.0,0.15,-7.17
ORD-10242,2023-07-06,2023-07-08,Standard Class,Customer_187,Consumer,South,Texas,Office Supplies,Paper,118.49,12.0,0.2,24.42
ORD-10243,2023-11-22,2023-11-24,Standard Class,Customer_263,Corporate,West,Georgia,Office Supplies,Binders,65.9,9.0,,
ORD-10244,2024-04-08,2024-04-11,Second Class,Customer_65,Consumer,East,Michigan,Office Supplies,Storage,27.27,,0.1,4.72
ORD-10245,2023-12-15,2023-12-21,Standard Class,Customer_97,Consumer,West,New York,Furniture,Chairs,301.47,13.0,0.0,108.48
ORD-10246,2024-10-21,2024-10-23,First Class,Customer_214,Consumer,West,Illinois,Furniture,Furnishings,713.14,4.0,0.3,48.55
ORD-10247,2024-02-07,2024-02-11,Same Day,Customer_172,Consumer,East,Pennsylvania,Office Supplies,Binders,40.47,14.0,0.2,8.53
ORD-10248,2023-12-12,2023-12-13,Standard Class,Customer_257,Corporate,Central,Texas,Office Supplies,Labels,99.75,14.0,0.0,35.37
ORD-10249,2024-05-25,2024-05-29,Standard Class,Customer_28,Corporate,Central,Georgia,Technology,Phones,173.36,13.0,0.1,29.53
ORD-10250,2023-05-27,2023-05-29,Standard Class,Customer_144,Corporate,West,Georgia,Office Supplies,Labels,97.28,11.0,0.1,20.8
ORD-10251,2023-05-28,2023-06-02,Second Class,Customer_131,Consumer,East,Florida,Office Supplies,Labels,59.56,6.0,0.15,9.29
ORD-10252,2024-12-11,2024-12-12,Standard Class,Customer_260,Consumer,Central,Florida,Office Supplies,Labels,41.96,1.0,0.4,-6.18
ORD-10253,2024-05-03,2024-05-04,Standard Class,Customer_295,Home Office,West,Ohio,Furniture,Furnishings,342.6,4.0,0.15,36.06
ORD-10254,2024-10-01,2024-10-04,Standard Class,Customer_181,Consumer,South,Texas,Technology,Copiers,670.9,8.0,0.1,163.11
ORD-10255,2024-07-04,2024-07-07,Second Class,Customer_12,Corporate,East,New York,Office Supplies,Binders,115.47,1.0,0.0,53.56
ORD-10256,2023-12-04,2023-12-09,Standard Class,Customer_253,Corporate,South,Illinois,Office Supplies,Binders,31.24,3.0,0.0,9.59
ORD-10257,2024-10-02,2024-10-08,Standard Class,Customer_289,Corporate,South,Illinois,Furniture,Furnishings,228.08,1.0,0.0,66.01
ORD-10258,2024-04-17,2024-04-18,Second Class,Customer_237,Corporate,West,Washington,Office Supplies,Storage,84.43,9.0,0.0,21.57
ORD-10259,2023-05-31,2023-06-05,,Customer_45,Home Office,East,Washington,Office Supplies,Paper,220.62,2.0,0.2,38.04
ORD-10260,2024-02-19,2024-02-22,First Class,Customer_204,Consumer,Central,Ohio,Technology,Machines,1494.29,9.0,0.2,395.0
ORD-10261,2023-10-25,2023-10-28,Standard Class,Customer_141,Home Office,Central,Pennsylvania,Furniture,Furnishings,715.05,13.0,0.0,364.83
ORD-10262,2024-09-02,2024-09-03,First Class,Customer_194,Consumer,West,Washington,Office Supplies,Binders,1484.67,4.0,0.3,76.68
ORD-10263,2023-09-20,2023-09-24,Second Class,Customer_115,Consumer,Central,California,Technology,Accessories,193.34,2.0,0.0,69.83
ORD-10264,2023-05-24,2023-05-26,Standard Class,Customer_112,Consumer,Central,Ohio,Office Supplies,Art,23.16,4.0,0.0,7.1
ORD-10265,2023-12-12,2023-12-15,Second Class,Customer_92,Corporate,South,Illinois,Office Supplies,Storage,20.41,12.0,0.0,6.53
ORD-10266,2024-09-15,2024-09-21,Standard Class,Customer_199,Consumer,South,Illinois,Furniture,Bookcases,148.05,11.0,0.1,45.94
ORD-10267,2024-07-25,2024-07-31,Same Day,Customer_101,Consumer,East,New York,Technology,Copiers,617.8,11.0,0.0,200.67
ORD-10268,2023-01-02,2023-01-05,Standard Class,Customer_178,Consumer,South,Georgia,Furniture,Bookcases,334.65,10.0,0.1,82.66
ORD-10269,2023-10-31,2023-11-04,Second Class,Customer_286,Home Office,Central,California,Office Supplies,Art,1045.04,6.0,0.1,69.01
ORD-10270,2023-09-11,2023-09-15,Standard Class,Customer_147,Home Office,East,Pennsylvania,Office Supplies,Labels,134.91,11.0,0.5,-19.87
ORD-10271,2024-10-13,2024-10-18,Same Day,Customer_194,Corporate,East,Florida,Office Supplies,Labels,65.27,7.0,0.0,22.45
ORD-10272,2024-03-28,2024-04-03,Standard Class,Customer_13,Corporate,West,Ohio,Office Supplies,Paper,56.82,3.0,0.0,10.71
ORD-10273,2023-02-06,2023-02-11,Same Day,Customer_251,Consumer,South,Washington,Furniture,Chairs,1029.32,3.0,0.0,405.46
ORD-10274,2023-06-09,2023-06-15,First Class,Customer_240,Consumer,East,Michigan,Office Supplies,Labels,39.85,12.0,0.15,16.07
ORD-10275,2023-01-09,2023-01-11,Standard Class,Customer_273,Home Office,Central,New York,Technology,Machines,120.79,10.0,0.0,36.94
ORD-10276,2023-08-21,2023-08-23,First Class,Customer_242,Consumer,East,Illinois,Technology,Machines,598.66,12.0,0.3,65.8
ORD-10277,2023-04-09,2023-04-10,Same Day,Customer_223,Consumer,East,Michigan,Office Supplies,Paper,35.04,8.0,0.1,11.5
ORD-10278,2024-10-20,2024-10-25,Standard Class,Customer_41,Consumer,West,Ohio,Office Supplies,Binders,63.19,5.0,0.1,22.9
ORD-10279,2023-07-27,2023-07-30,Standard Class,Customer_284,Consumer,Central,Texas,Furniture,Bookcases,148.93,4.0,0.15,28.87
ORD-10280,2023-05-11,2023-05-16,Standard Class,Customer_27,Consumer,Central,Pennsylvania,Furniture,Tables,478.02,7.0,0.0,98.35
ORD-10281,2024-02-08,2024-02-11,Standard Class,Customer_193,Corporate,South,Texas,Furniture,Tables,322.32,7.0,0.0,119.7
ORD-10282,2023-06-01,2023-06-05,,Customer_14,Consumer,Central,Ohio,Office Supplies,Art,53.42,13.0,0.0,19.25
ORD-10283,2023-02-23,2023-02-28,Standard Class,Customer_94,Corporate,East,Texas,Office Supplies,Art,92.48,9.0,0.15,17.32
ORD-10284,2023-04-30,2023-05-04,Standard Class,Customer_248,Consumer,Central,Pennsylvania,Office Supplies,Paper,137.72,9.0,,46.73
ORD-10285,2024-11-03,2024-11-05,,Customer_79,Consumer,Central,Georgia,Office Supplies,Paper,166.66,,0.0,60.25
ORD-10286,2024-09-19,2024-09-21,Standard Class,Customer_282,Consumer,,Ohio,Office Supplies,Paper,91.49,13.0,0.5,-6.5
ORD-10287,2024-08-09,2024-08-10,First Class,Customer_107,Corporate,West,Michigan,Office Supplies,Labels,58.24,12.0,0.0,21.87
ORD-10288,2024-09-16,2024-09-21,Second Class,Customer_7,Consumer,,Texas,Technology,Copiers,440.96,13.0,0.2,67.28
ORD-10289,2024-02-24,2024-02-28,Standard Class,Customer_129,Corporate,South,Pennsylvania,Office Supplies,Art,107.25,8.0,0.2,21.53
ORD-10290,2024-02-26,2024-02-29,Second Class,Customer_227,Corporate,West,Washington,Technology,Accessories,183.97,10.0,0.0,60.19
ORD-10291,2023-04-14,2023-04-16,Second Class,Customer_71,Corporate,East,Florida,Technology,Machines,223.18,1.0,0.0,89.57
ORD-10292,2023-09-11,2023-09-13,Same Day,Customer_136,Consumer,South,Pennsylvania,Furniture,Bookcases,55.81,9.0,0.0,16.73
ORD-10293,2023-08-15,2023-08-18,Standard Class,Customer_82,Consumer,West,New York,Technology,Copiers,846.94,8.0,0.15,187.04
ORD-10294,2023-04-22,2023-04-26,Standard Class,Customer_156,Consumer,West,Florida,Office Supplies,Storage,149.2,6.0,0.15,12.7
ORD-10295,2024-05-24,2024-05-28,First Class,Customer_206,Corporate,West,Washington,Office Supplies,Labels,809.73,13.0,0.2,100.46
ORD-10296,2024-04-17,2024-04-22,Same Day,Customer_94,Consumer,South,California,Office Supplies,Labels,11.61,3.0,0.4,0.41
ORD-10297,2023-04-09,2023-04-14,Second Class,Customer_205,Home Office,South,Michigan,Office Supplies,Binders,81.08,3.0,0.15,10.73
ORD-10298,2023-06-02,2023-06-08,,Customer_215,Home Office,South,Illinois,Office Supplies,Binders,41.09,8.0,0.0,13.33
ORD-10299,2023-12-04,2023-12-10,Standard Class,Customer_225,Consumer,South,Washington,Office Supplies,Binders,70.52,5.0,0.0,11.11
ORD-10300,2024-12-06,2024-12-07,Standard Class,Customer_224,Consumer,Central,Georgia,Office Supplies,Labels,169.74,10.0,0.3,-5.0
ORD-10301,2023-06-12,2023-06-14,Standard Class,Customer_72,Corporate,West,Florida,Office Supplies,Labels,28.43,11.0,0.0,7.44
ORD-10302,2024-12-20,2024-12-25,Standard Class,Customer_162,Consumer,Central,Georgia,Office Supplies,Labels,92.51,14.0,0.0,33.13
ORD-10303,2024-11-11,2024-11-15,First Class,Customer_34,Consumer,West,Florida,Office Supplies,Storage,50.75,7.0,0.2,9.98
ORD-10304,2023-06-10,2023-06-13,Standard Class,Customer_78,Home Office,South,New York,Furniture,Chairs,346.7,5.0,0.1,88.59
ORD-10305,2024-08-02,2024-08-06,Standard Class,Customer_251,Consumer,South,California,Furniture,Bookcases,77.0,8.0,0.4,-3.13
ORD-10306,2024-02-02,2024-02-04,Same Day,Customer_233,Home Office,Central,Illinois,Technology,Phones,315.36,10.0,0.15,58.24
ORD-10307,2023-10-04,2023-10-10,Standard Class,Customer_46,Corporate,East,New York,Office Supplies,Binders,20.05,10.0,0.0,8.17
ORD-10308,2024-05-18,2024-05-22,Same Day,Customer_115,Corporate,South,Washington,Furniture,Tables,560.19,4.0,0.4,3.94
ORD-10309,2024-01-27,2024-01-28,Same Day,Customer_27,Consumer,East,Georgia,Furniture,Bookcases,355.55,2.0,0.0,114.94
ORD-10310,2023-05-15,2023-05-17,Second Class,Customer_283,Consumer,West,Florida,Office Supplies,Binders,83.67,3.0,0.0,37.94
ORD-10311,2023-07-14,2023-07-20,Standard Class,Customer_118,Corporate,Central,Washington,Technology,Machines,216.3,8.0,0.1,89.98
ORD-10312,2024-02-05,2024-02-08,Standard Class,Customer_89,Consumer,East,Pennsylvania,Office Supplies,Paper,37.74,11.0,0.0,9.45
ORD-10313,2024-10-01,2024-10-07,Standard Class,Customer_50,Consumer,East,California,Technology,Accessories,797.15,13.0,,240.58
ORD-10314,2023-02-02,2023-02-03,Standard Class,Customer_114,Consumer,South,Michigan,Office Supplies,Art,45.71,7.0,0.0,27.3
ORD-10315,2024-11-18,2024-11-20,Standard Class,Customer_213,Consumer,East,Pennsylvania,Office Supplies,Art,36.56,13.0,0.1,10.33
ORD-10316,2024-04-04,2024-04-07,Same Day,Customer_266,Consumer,East,Georgia,Office Supplies,Art,96.8,2.0,0.1,26.06
ORD-10317,2024-04-14,2024-04-15,Standard Class,Customer_134,Corporate,West,California,Office Supplies,Paper,29.4,6.0,0.2,4.87
ORD-10318,2024-01-10,2024-01-16,Second Class,Customer_255,Consumer,Central,California,Furniture,Tables,,9.0,0.2,47.04
ORD-10319,2023-01-22,2023-01-23,Standard Class,Customer_198,Consumer,South,Washington,Technology,Accessories,418.82,4.0,0.0,171.88
ORD-10320,2024-10-31,2024-11-02,,Customer_86,Corporate,South,Pennsylvania,Technology,Copiers,584.07,9.0,0.1,93.7
ORD-10321,2023-02-07,2023-02-12,First Class,Customer_193,Home Office,East,Washington,Office Supplies,Art,47.84,2.0,0.1,12.34
ORD-10322,2023-08-18,2023-08-19,Standard Class,Customer_213,Consumer,West,Washington,Technology,Phones,109.67,2.0,0.0,18.47
ORD-10323,2023-12-31,2024-01-01,Standard Class,Customer_277,Consumer,East,Washington,Technology,Copiers,648.49,9.0,0.2,99.38
ORD-10324,2024-07-16,2024-07-22,Second Class,Customer_201,Corporate,East,Georgia,Office Supplies,Art,124.19,12.0,0.2,12.14
ORD-10325,2024-03-13,2024-03-19,Second Class,Customer_167,Home Office,South,Florida,Furniture,Chairs,208.31,7.0,,78.56
ORD-10326,2023-10-10,2023-10-13,Second Class,Customer_16,Corporate,East,Florida,Office Supplies,Storage,45.1,7.0,0.1,5.75
ORD-10327,2023-01-27,2023-02-02,Standard Class,Customer_53,Corporate,East,Georgia,Office Supplies,Paper,22.33,1.0,0.0,6.9
ORD-10328,2023-08-14,2023-08-18,Standard Class,Customer_177,Consumer,West,Illinois,Office Supplies,Art,57.66,13.0,0.15,16.86
ORD-10329,2023-10-04,2023-10-06,Same Day,Customer_204,Corporate,South,Michigan,Furniture,Bookcases,154.19,11.0,0.0,45.62
ORD-10330,2024-08-31,2024-09-02,First Class,Customer_261,Consumer,Central,New York,Technology,Machines,1093.86,6.0,0.5,-276.08
ORD-10331,2023-10-11,2023-10-16,Standard Class,Customer_53,Corporate,West,Michigan,Furniture,Tables,252.7,13.0,0.2,48.17
ORD-10332,2024-04-25,2024-04-30,First Class,Customer_86,Corporate,West,Georgia,Office Supplies,Paper,,7.0,0.1,8.32
ORD-10333,2024-03-28,2024-03-30,Standard Class,Customer_252,Home Office,West,Texas,Technology,Accessories,317.51,11.0,0.15,63.54
ORD-10334,2024-10-20,2024-10-25,Standard Class,Customer_30,Consumer,South,New York,Technology,Copiers,218.02,14.0,0.3,4.71
ORD-10335,2024-05-30,2024-06-02,Standard Class,Customer_98,Consumer,East,Illinois,Office Supplies,Paper,,6.0,0.15,23.7
ORD-10336,2024-06-30,2024-07-06,Standard Class,Customer_59,Corporate,Central,Ohio,Technology,Machines,,6.0,0.0,70.73
ORD-10337,2023-07-11,2023-07-13,Standard Class,Customer_191,Corporate,South,New York,Furniture,Bookcases,,2.0,0.1,280.77
ORD-10338,2023-02-18,2023-02-23,Standard Class,Customer_63,Corporate,East,California,Furniture,Chairs,369.6,6.0,0.3,18.02
ORD-10339,2024-05-26,2024-05-28,Standard Class,Customer_74,Consumer,West,Georgia,Office Supplies,Art,81.1,4.0,0.15,18.63
ORD-10340,2023-01-17,2023-01-21,First Class,Customer_172,Consumer,South,Ohio,Office Supplies,Binders,87.29,9.0,0.15,14.75
ORD-10341,2023-06-21,2023-06-22,Second Class,Customer_284,Corporate,East,Michigan,Office Supplies,Binders,123.91,12.0,0.3,3.8
ORD-10342,2023-08-08,2023-08-14,Second Class,Customer_267,Consumer,Central,Ohio,Office Supplies,Binders,37.43,1.0,0.3,0.64
ORD-10343,2023-06-07,2023-06-09,First Class,Customer_77,Home Office,Central,Georgia,Furniture,Tables,180.17,13.0,,23.08
ORD-10344,2024-04-21,2024-04-22,Standard Class,Customer_274,Consumer,East,Michigan,Furniture,Chairs,206.72,8.0,0.0,49.02
ORD-10345,2023-02-15,2023-02-20,Second Class,Customer_124,Corporate,South,Georgia,Office Supplies,Paper,55.04,5.0,0.1,15.91
ORD-10346,2024-01-08,2024-01-09,First Class,Customer_13,Corporate,West,Pennsylvania,Office Supplies,Paper,67.9,1.0,0.2,-0.32
ORD-10347,2024-06-01,2024-06-07,Standard Class,Customer_35,Corporate,East,Texas,Office Supplies,Binders,25.02,4.0,0.2,4.8
ORD-10348,2023-04-09,2023-04-11,Standard Class,Customer_107,Consumer,West,Illinois,Office Supplies,Paper,33.37,1.0,0.15,9.44
ORD-10349,2023-02-06,2023-02-10,Standard Class,Customer_84,Home Office,Central,Illinois,Office Supplies,Binders,68.1,6.0,0.0,16.89
ORD-10350,2023-10-07,2023-10-12,,Customer_153,Consumer,East,California,Furniture,Tables,360.33,2.0,,80.82
ORD-10351,2023-12-15,2023-12-17,Standard Class,Customer_209,Corporate,,Texas,Furniture,Chairs,230.79,5.0,0.2,40.18
ORD-10352,2024-05-11,2024-05-17,First Class,Customer_38,Consumer,West,Texas,Technology,Copiers,111.27,7.0,0.0,53.17
ORD-10353,2023-10-29,2023-11-03,Second Class,Customer_87,Consumer,West,California,Office Supplies,Binders,61.07,2.0,0.1,11.7
ORD-10354,2023-06-30,2023-07-03,Second Class,Customer_120,Consumer,East,Michigan,Furniture,Furnishings,496.21,6.0,0.0,285.46
ORD-10355,2024-08-29,2024-08-30,First Class,Customer_89,Consumer,East,California,Office Supplies,Labels,82.21,6.0,0.0,13.05
ORD-10356,2023-04-09,2023-04-15,Second Class,Customer_92,Home Office,East,Michigan,Office Supplies,Art,44.7,5.0,0.0,14.47
ORD-10357,2024-11-30,2024-12-03,Standard Class,Customer_115,Consumer,,California,Office Supplies,Storage,,5.0,0.1,3.23
ORD-10358,2023-04-26,2023-04-28,Standard Class,Customer_277,Corporate,West,New York,Office Supplies,Binders,18.48,14.0,0.1,7.54
ORD-10359,2023-07-10,2023-07-14,First Class,Customer_93,Home Office,West,New York,Office Supplies,Binders,24.43,3.0,0.15,4.74
ORD-10360,2023-09-10,2023-09-15,Standard Class,Customer_134,Consumer,Central,Pennsylvania,Office Supplies,Storage,73.9,10.0,0.15,14.87
ORD-10361,2023-06-10,2023-06-11,Standard Class,Customer_236,Corporate,East,Florida,Furniture,Bookcases,246.49,10.0,0.3,28.46
ORD-10362,2023-09-13,2023-09-18,Standard Class,Customer_286,Consumer,South,California,Office Supplies,Binders,53.0,11.0,0.0,18.53
ORD-10363,2023-11-19,2023-11-21,First Class,Customer_87,Consumer,East,Texas,Technology,Machines,74.8,12.0,0.0,22.63
ORD-10364,2023-05-08,2023-05-13,Standard Class,Customer_244,Consumer,South,New York,Office Supplies,Paper,101.56,2.0,0.3,-2.09
ORD-10365,2023-01-18,2023-01-19,Second Class,Customer_43,Home Office,South,Washington,Technology,Copiers,917.49,7.0,0.0,333.49
ORD-10366,2024-07-19,2024-07-21,Standard Class,Customer_44,Consumer,Central,Michigan,Office Supplies,Art,29.17,1.0,0.5,-2.03
ORD-10367,2024-07-23,2024-07-28,Standard Class,Customer_231,Corporate,West,New York,Office Supplies,Art,140.79,6.0,0.3,19.1
ORD-10368,2023-11-19,2023-11-23,Second Class,Customer_166,Consumer,West,New York,Office Supplies,Paper,37.42,6.0,0.1,15.45
ORD-10369,2024-11-16,2024-11-22,Standard Class,Customer_121,Home Office,West,Georgia,Office Supplies,Storage,22.54,3.0,0.5,-6.17
ORD-10370,2024-09-17,2024-09-19,Second Class,Customer_51,Consumer,West,Michigan,Office Supplies,Labels,27.28,2.0,0.0,9.4
ORD-10371,2023-10-15,2023-10-21,First Class,Customer_118,Corporate,,Illinois,Furniture,Bookcases,203.43,12.0,0.0,90.6
ORD-10372,2024-10-24,2024-10-26,First Class,Customer_155,Corporate,South,Ohio,Office Supplies,Binders,31.92,2.0,0.15,6.54
ORD-10373,2024-09-30,2024-10-04,Standard Class,Customer_34,Corporate,West,Michigan,Technology,Accessories,298.22,14.0,0.1,21.75
ORD-10374,2023-06-04,2023-06-10,First Class,Customer_60,Home Office,South,Pennsylvania,Office Supplies,Art,29.31,13.0,0.4,-3.32
ORD-10375,2024-05-04,2024-05-07,Second Class,Customer_42,Home Office,Central,Georgia,Furniture,Bookcases,543.87,9.0,0.0,204.65
ORD-10376,2024-01-21,2024-01-22,First Class,Customer_237,Consumer,East,Michigan,Office Supplies,Labels,33.12,11.0,0.1,9.39
ORD-10377,2023-04-14,2023-04-17,Standard Class,Customer_279,Consumer,Central,Michigan,Technology,Phones,84.36,5.0,0.15,22.67
ORD-10378,2024-01-28,2024-02-02,Standard Class,Customer_167,Consumer,West,Florida,Office Supplies,Paper,20.49,7.0,0.15,3.13
ORD-10379,2023-09-03,2023-09-07,First Class,Customer_34,Consumer,East,Georgia,Office Supplies,Paper,41.97,12.0,0.0,15.56
ORD-10380,2023-06-25,2023-06-28,First Class,Customer_8,Consumer,Central,Michigan,Furniture,Chairs,272.04,5.0,0.1,50.14
ORD-10381,2023-02-08,2023-02-10,Standard Class,Customer_75,Consumer,Central,Ohio,Office Supplies,Binders,96.44,7.0,0.3,9.72
ORD-10382,2024-04-21,2024-04-26,Standard Class,Customer_140,Consumer,South,Ohio,Office Supplies,Art,44.95,13.0,0.0,15.92
ORD-10383,2024-11-12,2024-11-17,Standard Class,Customer_269,Home Office,Central,Washington,Technology,Machines,453.81,4.0,0.3,6.5
ORD-10384,2024-06-21,2024-06-24,Standard Class,Customer_75,Consumer,East,Georgia,Office Supplies,Binders,36.93,8.0,0.15,12.54
ORD-10385,2024-02-12,2024-02-15,Standard Class,Customer_229,Home Office,Central,Illinois,Furniture,Furnishings,366.3,13.0,,12.29
ORD-10386,2024-06-08,2024-06-12,Standard Class,Customer_133,Consumer,West,Michigan,Furniture,Bookcases,57.98,,0.2,9.2
ORD-10387,2024-05-20,2024-05-21,First Class,Customer_261,Corporate,South,Florida,Furniture,Tables,374.87,14.0,0.0,105.93
ORD-10388,2023-02-05,2023-02-08,Standard Class,Customer_119,Home Office,East,Florida,Office Supplies,Labels,40.92,10.0,0.15,14.8
ORD-10389,2024-11-15,2024-11-18,Second Class,Customer_65,Consumer,East,Texas,Office Supplies,Labels,99.74,13.0,0.3,12.75
ORD-10390,2023-01-20,2023-01-26,Standard Class,Customer_172,Consumer,Central,Illinois,Office Supplies,Storage,104.88,11.0,0.1,21.82
ORD-10391,2023-11-17,2023-11-19,Standard Class,Customer_276,Consumer,West,Florida,Office Supplies,Labels,69.61,10.0,0.4,-2.25
ORD-10392,2024-05-26,2024-06-01,Standard Class,Customer_38,Consumer,South,Ohio,Office Supplies,Labels,37.14,7.0,0.1,15.19
ORD-10393,2024-02-04,2024-02-10,Standard Class,Customer_170,Home Office,East,Texas,Furniture,Chairs,227.02,10.0,0.0,62.27
ORD-10394,2024-10-15,2024-10-20,First Class,Customer_273,Home Office,,California,Furniture,Furnishings,122.96,5.0,0.1,14.61
ORD-10395,2024-04-15,2024-04-16,First Class,Customer_137,Consumer,Central,Florida,Technology,Copiers,325.58,11.0,0.4,4.32
